MSG,8,,,3CD942,,2016/06/25,09:30:36.806,2016/06/25,09:30:36.806,,,,,,,,,,,,
MSG,5,,,3C6DCF,,2016/06/25,09:31:25.628,2016/06/25,09:31:25.628,,29100,,,,,,,,,,
MSG,5,,,3C6DCF,,2016/06/25,09:31:26.807,2016/06/25,09:31:26.807,,29125,,,,,,,,,,
MSG,8,,,3C6DCF,,2016/06/25,09:31:27.134,2016/06/25,09:31:27.134,,,,,,,,,,,,
MSG,5,,,3C6DCF,,2016/06/25,09:31:27.401,2016/06/25,09:31:27.401,,29125,,,,,,,,,,
MSG,8,,,3C6DCF,,2016/06/25,09:31:27.726,2016/06/25,09:31:27.726,,,,,,,,,,,,
MSG,5,,,3C6DCF,,2016/06/25,09:31:27.791,2016/06/25,09:31:27.791,,29125,,,,,,,,,,
MSG,5,,,3C6DCF,,2016/06/25,09:31:27.857,2016/06/25,09:31:27.857,,29125,,,,,,,,,,
MSG,5,,,3C6DCF,,2016/06/25,09:31:27.924,2016/06/25,09:31:27.924,,29125,,,,,,,,,,
MSG,5,,,3C6DCF,,2016/06/25,09:31:28.070,2016/06/25,09:31:28.070,,29125,,,,,,,,,,
MSG,5,,,3C6DCF,,2016/06/25,09:31:28.379,2016/06/25,09:31:28.379,,29125,,,,,,,,,,
MSG,4,,,3CD942,,2016/06/25,09:31:28.448,2016/06/25,09:31:28.448,,,351.0,160.7,,,64,,0,0,0,0
MSG,8,,,406E69,,2016/06/25,09:31:28.576,2016/06/25,09:31:28.576,,,,,,,,,,,,
MSG,3,,,406E69,,2016/06/25,09:31:28.643,2016/06/25,09:31:28.643,,34975,,,51.18855,6.55995,,,0,0,0,0
MSG,1,,,406E69,,2016/06/25,09:31:59.710,2016/06/25,09:31:59.710,EZY12NM ,,,,,,,,0,0,0,0
MSG,5,,,3CD942,,2016/06/25,09:31:59.902,2016/06/25,09:31:59.902,,33000,,,,,,,,,,
MSG,5,,,3C6DCF,,2016/06/25,09:32:00.235,2016/06/25,09:32:00.235,,29450,,,,,,,,,,
MSG,5,,,3C6DCF,,2016/06/25,09:32:00.296,2016/06/25,09:32:00.296,,29450,,,,,,,,,,
MSG,4,,,406E69,,2016/06/25,09:32:00.625,2016/06/25,09:32:00.625,,,419.0,118.9,,,64,,0,0,0,0
MSG,8,,,3C6DCF,,2016/06/25,09:32:00.823,2016/06/25,09:32:00.823,,,,,,,,,,,,
MSG,3,,,406E69,,2016/06/25,09:32:00.888,2016/06/25,09:32:00.888,,34975,,,51.15852,6.64643,,,0,0,0,0
MSG,4,,,3C7203,,2016/06/25,09:32:00.898,2016/06/25,09:32:00.898,,,280.0,241.2,,,2432,,0,0,0,0
MSG,8,,,3C6DCF,,2016/06/25,09:32:01.344,2016/06/25,09:32:01.344,,,,,,,,,,,,
MSG,8,,,3C7203,,2016/06/25,09:32:01.613,2016/06/25,09:32:01.613,,,,,,,,,,,,
MSG,8,,,3C7203,,2016/06/25,09:32:01.615,2016/06/25,09:32:01.615,,,,,,,,,,,,
MSG,4,,,406E69,,2016/06/25,09:32:01.671,2016/06/25,09:32:01.671,,,419.0,118.9,,,64,,0,0,0,0
MSG,4,,,406E69,,2016/06/25,09:32:02.656,2016/06/25,09:32:02.656,,,419.0,118.9,,,64,,0,0,0,0
MSG,3,,,406E69,,2016/06/25,09:32:02.789,2016/06/25,09:32:02.789,,34975,,,51.15674,6.65148,,,0,0,0,0
MSG,4,,,3C7203,,2016/06/25,09:32:02.800,2016/06/25,09:32:02.800,,,281.0,240.2,,,2240,,0,0,0,0
MSG,5,,,406E69,,2016/06/25,09:32:03.048,2016/06/25,09:32:03.048,,35000,,,,,,,,,,
MSG,5,,,406E69,,2016/06/25,09:32:03.382,2016/06/25,09:32:03.382,,34975,,,,,,,,,,
MSG,5,,,406E69,,2016/06/25,09:32:03.707,2016/06/25,09:32:03.707,,34975,,,,,,,,,,
MSG,4,,,406E69,,2016/06/25,09:32:03.710,2016/06/25,09:32:03.710,,,419.0,118.9,,,64,,0,0,0,0
MSG,3,,,406E69,,2016/06/25,09:32:03.901,2016/06/25,09:32:03.901,,34975,,,51.15573,6.65445,,,0,0,0,0
MSG,1,,,3CD942,,2016/06/25,09:32:04.100,2016/06/25,09:32:04.100,LXG33S  ,,,,,,,,0,0,0,0
MSG,5,,,406E69,,2016/06/25,09:32:04.166,2016/06/25,09:32:04.166,,34975,,,,,,,,,,
MSG,8,,,406E69,,2016/06/25,09:32:04.561,2016/06/25,09:32:04.561,,,,,,,,,,,,
MSG,4,,,406E69,,2016/06/25,09:32:04.695,2016/06/25,09:32:04.695,,,419.0,118.9,,,64,,0,0,0,0
MSG,5,,,406E69,,2016/06/25,09:32:05.738,2016/06/25,09:32:05.738,,35000,,,,,,,,,,
MSG,5,,,406E69,,2016/06/25,09:32:05.871,2016/06/25,09:32:05.871,,35000,,,,,,,,,,
MSG,8,,,406E69,,2016/06/25,09:32:06.849,2016/06/25,09:32:06.849,,,,,,,,,,,,
MSG,8,,,406E69,,2016/06/25,09:32:06.852,2016/06/25,09:32:06.852,,,,,,,,,,,,
MSG,3,,,406E69,,2016/06/25,09:32:07.571,2016/06/25,09:32:07.571,,35000,,,51.15230,6.66428,,,0,0,0,0
MSG,4,,,406E69,,2016/06/25,09:32:07.835,2016/06/25,09:32:07.835,,,419.0,118.9,,,64,,0,0,0,0
